,string,tokens,label
1496,have the instructions,"['have', 'the', 'instructions']",LVC
1497,give the effect,"['give', 'the', 'effect']",LVC
1498,do much in return,"['do', 'much', 'in', 'return']",LVC
1499,do a march,"['do', 'a', 'march']",LVC
1500,get a reply,"['get', 'a', 'reply']",LVC
1501,get any information,"['get', 'any', 'information']",LVC
1502,do a great hire service,"['do', 'a', 'great', 'hire', 'service']",LVC
1503,make obvious sense,"['make', 'obvious', 'sense']",LVC
1504,make a conceptual distinction,"['make', 'a', 'conceptual', 'distinction']",LVC
1505,make a contribution,"['make', 'a', 'contribution']",LVC
1506,make a significant development,"['make', 'a', 'significant', 'development']",LVC
1507,make a contribution,"['make', 'a', 'contribution']",LVC
1508,do research,"['do', 'research']",LVC
1509,do the performance,"['do', 'the', 'performance']",LVC
1510,do subtraction,"['do', 'subtraction']",LVC
1511,make full reparation,"['make', 'full', 'reparation']",LVC
1512,make good use,"['make', 'good', 'use']",LVC
1513,do this initial work,"['do', 'this', 'initial', 'work']",LVC
1514,get our VAT repayment claim,"['get', 'our', 'VAT', 'repayment', 'claim']",LVC
1515,do work,"['do', 'work']",LVC
1516,take control,"['take', 'control']",LVC
1517,make sense,"['make', 'sense']",LVC
1518,get another issue,"['get', 'another', 'issue']",LVC
1519,take the figure,"['take', 'the', 'figure']",LVC
1520,make economic sense,"['make', 'economic', 'sense']",LVC
1521,take care,"['take', 'care']",LVC
1522,make best use,"['make', 'best', 'use']",LVC
1523,take a break,"['take', 'a', 'break']",LVC
1524,make progress,"['make', 'progress']",LVC
1525,take great care,"['take', 'great', 'care']",LVC
1526,do some research,"['do', 'some', 'research']",LVC
1527,give the wrong impression,"['give', 'the', 'wrong', 'impression']",LVC
1528,have the effect,"['have', 'the', 'effect']",LVC
1529,make an evaluation,"['make', 'an', 'evaluation']",LVC
1530,make some announcement,"['make', 'some', 'announcement']",LVC
1531,make a judgement,"['make', 'a', 'judgement']",LVC
1532,have not choice,"['have', 'not', 'choice']",LVC
1533,get housing benefit,"['get', 'housing', 'benefit']",LVC
1534,get Tony 's view,"['get', 'Tony', ""'s"", 'view']",LVC
1535,get accommodation,"['get', 'accommodation']",LVC
1536,get a typical example,"['get', 'a', 'typical', 'example']",LVC
1537,make the decision,"['make', 'the', 'decision']",LVC
1538,do very simple relaxation,"['do', 'very', 'simple', 'relaxation']",LVC
1539,do considerable damage,"['do', 'considerable', 'damage']",LVC
1540,do the report,"['do', 'the', 'report']",LVC
1541,have profound impact,"['have', 'profound', 'impact']",LVC
1542,take its cut,"['take', 'its', 'cut']",LVC
1543,make the difference,"['make', 'the', 'difference']",LVC
1544,make such a judgement,"['make', 'such', 'a', 'judgement']",LVC
1545,get a closer look,"['get', 'a', 'closer', 'look']",LVC
1546,take hold,"['take', 'hold']",LVC
1547,get a better look,"['get', 'a', 'better', 'look']",LVC
1548,get a receipt,"['get', 'a', 'receipt']",LVC
1549,get a grant,"['get', 'a', 'grant']",LVC
1550,make any capital contribution,"['make', 'any', 'capital', 'contribution']",LVC
1551,do that difference,"['do', 'that', 'difference']",LVC
1552,take the unusual step,"['take', 'the', 'unusual', 'step']",LVC
1553,make use,"['make', 'use']",LVC
1554,make up solution,"['make', 'up', 'solution']",LVC
1555,make the underlying knowledge,"['make', 'the', 'underlying', 'knowledge']",LVC
1556,do the exercise,"['do', 'the', 'exercise']",LVC
1557,give some indication,"['give', 'some', 'indication']",LVC
1558,do tape,"['do', 'tape']",LVC
1559,have no chance,"['have', 'no', 'chance']",LVC
1560,make the first incision,"['make', 'the', 'first', 'incision']",LVC
1561,do our reputation,"['do', 'our', 'reputation']",LVC
1562,make a careful examination,"['make', 'a', 'careful', 'examination']",LVC
1563,make such a sacrifice,"['make', 'such', 'a', 'sacrifice']",LVC
1564,make an instant resolve,"['make', 'an', 'instant', 'resolve']",LVC
1565,do the shopping,"['do', 'the', 'shopping']",LVC
1566,do any harm,"['do', 'any', 'harm']",LVC
1567,do work,"['do', 'work']",LVC
1568,make adequate eye contact,"['make', 'adequate', 'eye', 'contact']",LVC
1569,give a summary,"['give', 'a', 'summary']",LVC
1570,make sense,"['make', 'sense']",LVC
1571,make any sense,"['make', 'any', 'sense']",LVC
1572,make an ideal destination,"['make', 'an', 'ideal', 'destination']",LVC
1573,do work,"['do', 'work']",LVC
1574,do interpretation,"['do', 'interpretation']",LVC
1575,do n't you move,"['do', ""n't"", 'you', 'move']",LVC
1576,take a closer look,"['take', 'a', 'closer', 'look']",LVC
1577,take a look,"['take', 'a', 'look']",LVC
1578,get the feeling,"['get', 'the', 'feeling']",LVC
1579,do credit,"['do', 'credit']",LVC
1580,take control,"['take', 'control']",LVC
1581,make her exit,"['make', 'her', 'exit']",LVC
1582,make a new life,"['make', 'a', 'new', 'life']",LVC
1583,make a new life,"['make', 'a', 'new', 'life']",LVC
1584,get a good overall view,"['get', 'a', 'good', 'overall', 'view']",LVC
1585,get her breath,"['get', 'her', 'breath']",LVC
1586,do some research,"['do', 'some', 'research']",LVC
1587,make respectful love,"['make', 'respectful', 'love']",LVC
1588,get a comforting present,"['get', 'a', 'comforting', 'present']",LVC
1589,do the calculation,"['do', 'the', 'calculation']",LVC
1590,take ownership,"['take', 'ownership']",LVC
1591,give support,"['give', 'support']",LVC
1592,do their work,"['do', 'their', 'work']",LVC
1593,get a sponsor,"['get', 'a', 'sponsor']",LVC
1594,take the action,"['take', 'the', 'action']",LVC
1595,do long-term research,"['do', 'long-term', 'research']",LVC
1596,do little research,"['do', 'little', 'research']",LVC
1597,give evidence,"['give', 'evidence']",LVC
1598,make the change,"['make', 'the', 'change']",LVC
1599,have significance,"['have', 'significance']",LVC
1600,give a wholly reliable account,"['give', 'a', 'wholly', 'reliable', 'account']",LVC
1601,make use,"['make', 'use']",LVC
1602,make an enormous difference,"['make', 'an', 'enormous', 'difference']",LVC
1603,give them a hold,"['give', 'them', 'a', 'hold']",LVC
1604,get some sleep,"['get', 'some', 'sleep']",LVC
1605,make a fresh and legal decision,"['make', 'a', 'fresh', 'and', 'legal', 'decision']",LVC
1606,make sense,"['make', 'sense']",LVC
1607,make a safe exit,"['make', 'a', 'safe', 'exit']",LVC
1608,make economic sense,"['make', 'economic', 'sense']",LVC
1609,do little harm,"['do', 'little', 'harm']",LVC
1610,have a quiet drink,"['have', 'a', 'quiet', 'drink']",LVC
1611,make a note,"['make', 'a', 'note']",LVC
1612,get a hammer drill,"['get', 'a', 'hammer', 'drill']",LVC
1613,make an appropriate replacement,"['make', 'an', 'appropriate', 'replacement']",LVC
1614,make a Building Regulations application,"['make', 'a', 'Building', 'Regulations', 'application']",LVC
1615,do some damage,"['do', 'some', 'damage']",LVC
1616,do a pilot run,"['do', 'a', 'pilot', 'run']",LVC
1617,give legal sanction,"['give', 'legal', 'sanction']",LVC
1618,do as much harm,"['do', 'as', 'much', 'harm']",LVC
1619,do battle,"['do', 'battle']",LVC
1620,have contact,"['have', 'contact']",LVC
1621,do my work,"['do', 'my', 'work']",LVC
1622,get all your commission,"['get', 'all', 'your', 'commission']",LVC
1623,do the work,"['do', 'the', 'work']",LVC
1624,make much difference,"['make', 'much', 'difference']",LVC
1625,make a mess,"['make', 'a', 'mess']",LVC
1626,take a decision,"['take', 'a', 'decision']",LVC
1627,do the work,"['do', 'the', 'work']",LVC
1628,get hurt,"['get', 'hurt']",LVC
1629,make this phone call,"['make', 'this', 'phone', 'call']",LVC
1630,do any work,"['do', 'any', 'work']",LVC
1631,have a fault,"['have', 'a', 'fault']",LVC
1632,do half their work,"['do', 'half', 'their', 'work']",LVC
1633,make ultrasonic sound,"['make', 'ultrasonic', 'sound']",LVC
1634,take a chance,"['take', 'a', 'chance']",LVC
1635,make hasty and furtive love,"['make', 'hasty', 'and', 'furtive', 'love']",LVC
1636,make love,"['make', 'love']",LVC
1637,give a result,"['give', 'a', 'result']",LVC
1638,take up this image,"['take', 'up', 'this', 'image']",LVC
1639,take up his inheritance,"['take', 'up', 'his', 'inheritance']",LVC
1640,give unity,"['give', 'unity']",LVC
1641,make no appreciable difference,"['make', 'no', 'appreciable', 'difference']",LVC
1642,take sugar,"['take', 'sugar']",LVC
1643,make a swatting gesture,"['make', 'a', 'swatting', 'gesture']",LVC
1644,do a final tour,"['do', 'a', 'final', 'tour']",LVC
1645,do all the work,"['do', 'all', 'the', 'work']",LVC
1646,get more information,"['get', 'more', 'information']",LVC
1647,take a longer-term view,"['take', 'a', 'longer-term', 'view']",LVC
1648,make a management charge,"['make', 'a', 'management', 'charge']",LVC
1649,do a study,"['do', 'a', 'study']",LVC
1650,have a devastating effect,"['have', 'a', 'devastating', 'effect']",LVC
1651,do some research,"['do', 'some', 'research']",LVC
1652,make her account,"['make', 'her', 'account']",LVC
1653,make a profit,"['make', 'a', 'profit']",LVC
1654,do some work,"['do', 'some', 'work']",LVC
1655,do a little bit more research,"['do', 'a', 'little', 'bit', 'more', 'research']",LVC
1656,make a holiday booking,"['make', 'a', 'holiday', 'booking']",LVC
1657,make his assessment,"['make', 'his', 'assessment']",LVC
1658,do the SIB transactional test,"['do', 'the', 'SIB', 'transactional', 'test']",LVC
1659,give consent,"['give', 'consent']",LVC
1660,do the exercise,"['do', 'the', 'exercise']",LVC
1661,make its debut,"['make', 'its', 'debut']",LVC
1662,make sense,"['make', 'sense']",LVC
1663,make his statement,"['make', 'his', 'statement']",LVC
1664,take no further action,"['take', 'no', 'further', 'action']",LVC
1665,make a small profit,"['make', 'a', 'small', 'profit']",LVC
1666,get a good head,"['get', 'a', 'good', 'head']",LVC
1667,give no indication,"['give', 'no', 'indication']",LVC
1668,take evidence,"['take', 'evidence']",LVC
1669,make a mere witness,"['make', 'a', 'mere', 'witness']",LVC
1670,get papers or information,"['get', 'papers', 'or', 'information']",LVC
1671,take the lead,"['take', 'the', 'lead']",LVC
1672,take an interest,"['take', 'an', 'interest']",LVC
1673,make the somewhat contentious statement,"['make', 'the', 'somewhat', 'contentious', 'statement']",LVC
1674,do combat,"['do', 'combat']",LVC
1675,make a determination,"['make', 'a', 'determination']",LVC
1676,have no cause,"['have', 'no', 'cause']",LVC
1677,give a little thought,"['give', 'a', 'little', 'thought']",LVC
1678,take information,"['take', 'information']",LVC
1679,give an adequate account,"['give', 'an', 'adequate', 'account']",LVC
1680,do the sequential equilibrium strategy approach,"['do', 'the', 'sequential', 'equilibrium', 'strategy', 'approach']",LVC
1681,do the experiment,"['do', 'the', 'experiment']",LVC
1682,make a matching gift tag,"['make', 'a', 'matching', 'gift', 'tag']",LVC
1683,make all your work,"['make', 'all', 'your', 'work']",LVC
1684,make the top rectangular picture,"['make', 'the', 'top', 'rectangular', 'picture']",LVC
1685,give a good three-dimensional effect,"['give', 'a', 'good', 'three-dimensional', 'effect']",LVC
1686,make such a dramatic move,"['make', 'such', 'a', 'dramatic', 'move']",LVC
1687,give a sense,"['give', 'a', 'sense']",LVC
1688,do any real work,"['do', 'any', 'real', 'work']",LVC
1689,do any management,"['do', 'any', 'management']",LVC
1690,do their damage,"['do', 'their', 'damage']",LVC
1691,make a tremulous bridge,"['make', 'a', 'tremulous', 'bridge']",LVC
1692,do all the donkey work,"['do', 'all', 'the', 'donkey', 'work']",LVC
1693,give advice,"['give', 'advice']",LVC
1694,get access,"['get', 'access']",LVC
1695,get as much information,"['get', 'as', 'much', 'information']",LVC
1696,get access,"['get', 'access']",LVC
1697,do the implementation,"['do', 'the', 'implementation']",LVC
1698,make an appeal,"['make', 'an', 'appeal']",LVC
1699,give a command performance,"['give', 'a', 'command', 'performance']",LVC
1700,make her last film,"['make', 'her', 'last', 'film']",LVC
1701,take the long-term view,"['take', 'the', 'long-term', 'view']",LVC
1702,do research,"['do', 'research']",LVC
1703,take a good joke,"['take', 'a', 'good', 'joke']",LVC
1704,do considerable damage,"['do', 'considerable', 'damage']",LVC
1705,take control,"['take', 'control']",LVC
1706,do the above exercise,"['do', 'the', 'above', 'exercise']",LVC
1707,make the tucking movement,"['make', 'the', 'tucking', 'movement']",LVC
1708,get a new suit,"['get', 'a', 'new', 'suit']",LVC
1709,have a stroke,"['have', 'a', 'stroke']",LVC
1710,make a move,"['make', 'a', 'move']",LVC
1711,do the work,"['do', 'the', 'work']",LVC
1712,do all her own shopping,"['do', 'all', 'her', 'own', 'shopping']",LVC
1713,make that appointment,"['make', 'that', 'appointment']",LVC
1714,do n't you ring,"['do', ""n't"", 'you', 'ring']",LVC
1715,have his effect,"['have', 'his', 'effect']",LVC
1716,give a view,"['give', 'a', 'view']",LVC
1717,give a view,"['give', 'a', 'view']",LVC
1718,make any public statement,"['make', 'any', 'public', 'statement']",LVC
1719,get your end,"['get', 'your', 'end']",LVC
1720,take this powder lose his head,"['take', 'this', 'powder', 'lose', 'his', 'head']",LVC
1721,take the whole passage,"['take', 'the', 'whole', 'passage']",LVC
1722,make syntactic sense,"['make', 'syntactic', 'sense']",LVC
1723,make reference,"['make', 'reference']",LVC
1724,make a speech,"['make', 'a', 'speech']",LVC
1725,make sense,"['make', 'sense']",LVC
1726,give no sign,"['give', 'no', 'sign']",LVC
1727,make an important discrimination,"['make', 'an', 'important', 'discrimination']",LVC
1728,make his appearance,"['make', 'his', 'appearance']",LVC
1729,take issue,"['take', 'issue']",LVC
1730,make good copy,"['make', 'good', 'copy']",LVC
1731,have no social life,"['have', 'no', 'social', 'life']",LVC
1732,make a rational assessment,"['make', 'a', 'rational', 'assessment']",LVC
1733,make faster progress,"['make', 'faster', 'progress']",LVC
1734,make in equipment,"['make', 'in', 'equipment']",LVC
1735,give a good finish,"['give', 'a', 'good', 'finish']",LVC
1736,take the first step,"['take', 'the', 'first', 'step']",LVC
1737,make a winning debut,"['make', 'a', 'winning', 'debut']",LVC
1738,make a difference,"['make', 'a', 'difference']",LVC
1739,do the coach leave,"['do', 'the', 'coach', 'leave']",LVC
1740,give up hope,"['give', 'up', 'hope']",LVC
1741,take no action,"['take', 'no', 'action']",LVC
1742,make a flying visit,"['make', 'a', 'flying', 'visit']",LVC
1743,make a loss,"['make', 'a', 'loss']",LVC
1744,make some remark,"['make', 'some', 'remark']",LVC
1745,make good common sense,"['make', 'good', 'common', 'sense']",LVC
1746,do care,"['do', 'care']",LVC
1747,make a mark,"['make', 'a', 'mark']",LVC
1748,do tour,"['do', 'tour']",LVC
1749,take control,"['take', 'control']",LVC
1750,do shopping,"['do', 'shopping']",LVC
1751,take their campaign,"['take', 'their', 'campaign']",LVC
1752,get a question,"['get', 'a', 'question']",LVC
1753,give an example,"['give', 'an', 'example']",LVC
1754,make Foix lord,"['make', 'Foix', 'lord']",LVC
1755,make a difference,"['make', 'a', 'difference']",LVC
1756,do part-time evening work,"['do', 'part-time', 'evening', 'work']",LVC
1757,make progress,"['make', 'progress']",LVC
1758,give an output,"['give', 'an', 'output']",LVC
1759,make a brave attempt,"['make', 'a', 'brave', 'attempt']",LVC
1760,give a 15-year sentence,"['give', 'a', '15-year', 'sentence']",LVC
1761,do work,"['do', 'work']",LVC
1762,do his reaction,"['do', 'his', 'reaction']",LVC
1763,make more sense,"['make', 'more', 'sense']",LVC
1764,make the difference,"['make', 'the', 'difference']",LVC
1765,have a full-length mirror,"['have', 'a', 'full-length', 'mirror']",LVC
1766,take care,"['take', 'care']",LVC
1767,make an impressive return,"['make', 'an', 'impressive', 'return']",LVC
1768,do harm,"['do', 'harm']",LVC
1769,make the comment,"['make', 'the', 'comment']",LVC
1770,make their response,"['make', 'their', 'response']",LVC
1771,do a â€˜repeat performance,"['do', 'a', 'â€˜repeat', 'performance']",LVC
1772,do this exercise,"['do', 'this', 'exercise']",LVC
1773,make a distinction,"['make', 'a', 'distinction']",LVC
1774,get relatively little information,"['get', 'relatively', 'little', 'information']",LVC
1775,take a break,"['take', 'a', 'break']",LVC
1776,do my daddy look,"['do', 'my', 'daddy', 'look']",LVC
1777,do work,"['do', 'work']",LVC
1778,get your vote,"['get', 'your', 'vote']",LVC
1779,give clearance,"['give', 'clearance']",LVC
1780,do a deal,"['do', 'a', 'deal']",LVC
1781,take a close look,"['take', 'a', 'close', 'look']",LVC
1782,make any comment,"['make', 'any', 'comment']",LVC
1783,give positive practical advice,"['give', 'positive', 'practical', 'advice']",LVC
1784,get an excellent product,"['get', 'an', 'excellent', 'product']",LVC
1785,take a longer view,"['take', 'a', 'longer', 'view']",LVC
1786,make the three hundred pounds donation,"['make', 'the', 'three', 'hundred', 'pounds', 'donation']",LVC
1787,make important progress,"['make', 'important', 'progress']",LVC
1788,do consent,"['do', 'consent']",LVC
1789,do n't an a report,"['do', ""n't"", 'an', 'a', 'report']",LVC
1790,make head,"['make', 'head']",LVC
1791,get his head,"['get', 'his', 'head']",LVC
1792,do not conflict,"['do', 'not', 'conflict']",LVC
1793,do the cooking,"['do', 'the', 'cooking']",LVC
1794,make sense,"['make', 'sense']",LVC
1795,do any voluntary act,"['do', 'any', 'voluntary', 'act']",LVC
1796,do damage,"['do', 'damage']",LVC
1797,get a minimum price,"['get', 'a', 'minimum', 'price']",LVC
1798,give evidence,"['give', 'evidence']",LVC
1799,have any effect,"['have', 'any', 'effect']",LVC
1800,give a 50% reduction,"['give', 'a', '50%', 'reduction']",LVC
1801,make that stretch,"['make', 'that', 'stretch']",LVC
1802,have a run,"['have', 'a', 'run']",LVC
1803,give a little party,"['give', 'a', 'little', 'party']",LVC
1804,do the market analysis,"['do', 'the', 'market', 'analysis']",LVC
1805,make a song and dance,"['make', 'a', 'song', 'and', 'dance']",LVC
1806,make the first recording,"['make', 'the', 'first', 'recording']",LVC
1807,do the set,"['do', 'the', 'set']",LVC
1808,give a very accurate two-handed performance,"['give', 'a', 'very', 'accurate', 'two-handed', 'performance']",LVC
1809,do the occasional recording,"['do', 'the', 'occasional', 'recording']",LVC
1810,do a good day 's work,"['do', 'a', 'good', 'day', ""'s"", 'work']",LVC
1811,do any war work,"['do', 'any', 'war', 'work']",LVC
1812,do clerical work,"['do', 'clerical', 'work']",LVC
1813,take a great deal,"['take', 'a', 'great', 'deal']",LVC
1814,give a lunch party,"['give', 'a', 'lunch', 'party']",LVC
1815,make a chic choice,"['make', 'a', 'chic', 'choice']",LVC
1816,make sense,"['make', 'sense']",LVC
1817,make sense,"['make', 'sense']",LVC
1818,get some information,"['get', 'some', 'information']",LVC
1819,make an attempt,"['make', 'an', 'attempt']",LVC
1820,give the clenched fist salute,"['give', 'the', 'clenched', 'fist', 'salute']",LVC
1821,make a most imaginative choice,"['make', 'a', 'most', 'imaginative', 'choice']",LVC
1822,make a practice,"['make', 'a', 'practice']",LVC
1823,make an exhibition,"['make', 'an', 'exhibition']",LVC
1824,take a sudden renewed interest,"['take', 'a', 'sudden', 'renewed', 'interest']",LVC
1825,take their leave,"['take', 'their', 'leave']",LVC
1826,do his knee bending policeman act,"['do', 'his', 'knee', 'bending', 'policeman', 'act']",LVC
1827,make a television film,"['make', 'a', 'television', 'film']",LVC
1828,have evidence,"['have', 'evidence']",LVC
1829,get widespread coverage,"['get', 'widespread', 'coverage']",LVC
1830,get widespread coverage,"['get', 'widespread', 'coverage']",LVC
1831,give a ten-minute lecture,"['give', 'a', 'ten-minute', 'lecture']",LVC
1832,make a difference,"['make', 'a', 'difference']",LVC
1833,make a serious bid,"['make', 'a', 'serious', 'bid']",LVC
1834,do the work,"['do', 'the', 'work']",LVC
1835,make an instant impact,"['make', 'an', 'instant', 'impact']",LVC
1836,make no comment,"['make', 'no', 'comment']",LVC
1837,make contact,"['make', 'contact']",LVC
1838,do great work,"['do', 'great', 'work']",LVC
1839,make their own picture,"['make', 'their', 'own', 'picture']",LVC
1840,make $1.2 million profit,"['make', '$1.2', 'million', 'profit']",LVC
1841,do the film,"['do', 'the', 'film']",LVC
1842,make a technical distinction,"['make', 'a', 'technical', 'distinction']",LVC
1843,take the pressure,"['take', 'the', 'pressure']",LVC
1844,make a substantial difference,"['make', 'a', 'substantial', 'difference']",LVC
1845,do their work,"['do', 'their', 'work']",LVC
1846,give a less doctrinaire justification,"['give', 'a', 'less', 'doctrinaire', 'justification']",LVC
1847,make trouble,"['make', 'trouble']",LVC
1848,get no response,"['get', 'no', 'response']",LVC
1849,make a personal appearance,"['make', 'a', 'personal', 'appearance']",LVC
1850,make the startling and radical claim,"['make', 'the', 'startling', 'and', 'radical', 'claim']",LVC
1851,have a major difference,"['have', 'a', 'major', 'difference']",LVC
1852,do a survey,"['do', 'a', 'survey']",LVC
1853,make considerable use,"['make', 'considerable', 'use']",LVC
1854,get that merit mark,"['get', 'that', 'merit', 'mark']",LVC
1855,get plenty conversation,"['get', 'plenty', 'conversation']",LVC
1856,get a smile,"['get', 'a', 'smile']",LVC
1857,get our mortgage,"['get', 'our', 'mortgage']",LVC
1858,get this lock,"['get', 'this', 'lock']",LVC
1859,get er fifty pounds ' worth,"['get', 'er', 'fifty', 'pounds', ""'"", 'worth']",LVC
1860,make an announcement,"['make', 'an', 'announcement']",LVC
1861,get promotion,"['get', 'promotion']",LVC
1862,make an orthodox return,"['make', 'an', 'orthodox', 'return']",LVC
1863,have a snow sandwich,"['have', 'a', 'snow', 'sandwich']",LVC
1864,give birth,"['give', 'birth']",LVC
1865,get weather information,"['get', 'weather', 'information']",LVC
1866,make a safer choice,"['make', 'a', 'safer', 'choice']",LVC
1867,get the feel,"['get', 'the', 'feel']",LVC
1868,make a charge,"['make', 'a', 'charge']",LVC
1869,make a complaint,"['make', 'a', 'complaint']",LVC
1870,give a total,"['give', 'a', 'total']",LVC
1871,make a serious drive,"['make', 'a', 'serious', 'drive']",LVC
1872,make sense,"['make', 'sense']",LVC
1873,take a rational decision,"['take', 'a', 'rational', 'decision']",LVC
1874,do this smart dance,"['do', 'this', 'smart', 'dance']",LVC
1875,make love,"['make', 'love']",LVC
1876,do wood sculpture,"['do', 'wood', 'sculpture']",LVC
1877,do the work,"['do', 'the', 'work']",LVC
1878,get a Liberty tie,"['get', 'a', 'Liberty', 'tie']",LVC
1879,do your Christmas shopping,"['do', 'your', 'Christmas', 'shopping']",LVC
1880,do more shopping,"['do', 'more', 'shopping']",LVC
1881,make this whole organisation work,"['make', 'this', 'whole', 'organisation', 'work']",LVC
1882,take a look,"['take', 'a', 'look']",LVC
1883,make a personal investment,"['make', 'a', 'personal', 'investment']",LVC
1884,take action,"['take', 'action']",LVC
1885,make use,"['make', 'use']",LVC
1886,have some informal qualitative knowledge,"['have', 'some', 'informal', 'qualitative', 'knowledge']",LVC
1887,make a poor rallying cry,"['make', 'a', 'poor', 'rallying', 'cry']",LVC
1888,make the difference,"['make', 'the', 'difference']",LVC
1889,make the application,"['make', 'the', 'application']",LVC
1890,make all the difference,"['make', 'all', 'the', 'difference']",LVC
1891,do their own research,"['do', 'their', 'own', 'research']",LVC
1892,do his military service,"['do', 'his', 'military', 'service']",LVC
1893,give rise,"['give', 'rise']",LVC
1894,get the copy,"['get', 'the', 'copy']",LVC
1895,make no difference,"['make', 'no', 'difference']",LVC
1896,have trouble bringing in payment,"['have', 'trouble', 'bringing', 'in', 'payment']",LVC
1897,make contact,"['make', 'contact']",LVC
1898,take a drink,"['take', 'a', 'drink']",LVC
1899,make no mention,"['make', 'no', 'mention']",LVC
1900,make a search,"['make', 'a', 'search']",LVC
1901,make intellectual sense,"['make', 'intellectual', 'sense']",LVC
1902,make the administration,"['make', 'the', 'administration']",LVC
1903,make sense,"['make', 'sense']",LVC
1904,get a petition,"['get', 'a', 'petition']",LVC
1905,make the film,"['make', 'the', 'film']",LVC
1906,do a Broadway play,"['do', 'a', 'Broadway', 'play']",LVC
1907,make its appearance,"['make', 'its', 'appearance']",LVC
1908,do their work,"['do', 'their', 'work']",LVC
1909,get no choice,"['get', 'no', 'choice']",LVC
1910,take a step,"['take', 'a', 'step']",LVC
1911,make war,"['make', 'war']",LVC
1912,make a film,"['make', 'a', 'film']",LVC
1913,do any class work,"['do', 'any', 'class', 'work']",LVC
1914,make sufficient dramatic impact,"['make', 'sufficient', 'dramatic', 'impact']",LVC
1915,take just one example,"['take', 'just', 'one', 'example']",LVC
1916,take the same view,"['take', 'the', 'same', 'view']",LVC
1917,make a change,"['make', 'a', 'change']",LVC
1918,make a business decision,"['make', 'a', 'business', 'decision']",LVC
1919,do design and development,"['do', 'design', 'and', 'development']",LVC
1920,have my birthday party,"['have', 'my', 'birthday', 'party']",LVC
1921,take his revenge,"['take', 'his', 'revenge']",LVC
1922,get my hearing aid,"['get', 'my', 'hearing', 'aid']",LVC
1923,give good support and grip,"['give', 'good', 'support', 'and', 'grip']",LVC
1924,do our work,"['do', 'our', 'work']",LVC
1925,do all the work,"['do', 'all', 'the', 'work']",LVC
1926,give a significant boost,"['give', 'a', 'significant', 'boost']",LVC
1927,give a good grip even,"['give', 'a', 'good', 'grip', 'even']",LVC
1928,give an indication,"['give', 'an', 'indication']",LVC
1929,take off half her head,"['take', 'off', 'half', 'her', 'head']",LVC
1930,give rise,"['give', 'rise']",LVC
1931,make any difference,"['make', 'any', 'difference']",LVC
1932,make progress,"['make', 'progress']",LVC
1933,get a ten minute portion,"['get', 'a', 'ten', 'minute', 'portion']",LVC
1934,make your final selection,"['make', 'your', 'final', 'selection']",LVC
1935,take advice,"['take', 'advice']",LVC
1936,take control,"['take', 'control']",LVC
1937,make his 400th first team appearance,"['make', 'his', '400th', 'first', 'team', 'appearance']",LVC
1938,make her reach,"['make', 'her', 'reach']",LVC
1939,do the work,"['do', 'the', 'work']",LVC
1940,have no work,"['have', 'no', 'work']",LVC
1941,take no notice,"['take', 'no', 'notice']",LVC
1942,take a sip,"['take', 'a', 'sip']",LVC
1943,make a last ditch attempt,"['make', 'a', 'last', 'ditch', 'attempt']",LVC
1944,do research,"['do', 'research']",LVC
1945,do their work,"['do', 'their', 'work']",LVC
1946,do a lot more work,"['do', 'a', 'lot', 'more', 'work']",LVC
1947,get a first class mark,"['get', 'a', 'first', 'class', 'mark']",LVC
1948,do flow,"['do', 'flow']",LVC
1949,get a fine,"['get', 'a', 'fine']",LVC
1950,get a cheap smoke,"['get', 'a', 'cheap', 'smoke']",LVC
1951,make any trick,"['make', 'any', 'trick']",LVC
1952,give a television interview,"['give', 'a', 'television', 'interview']",LVC
1953,give no sign,"['give', 'no', 'sign']",LVC
1954,make his unsettling comment,"['make', 'his', 'unsettling', 'comment']",LVC
1955,make the statement,"['make', 'the', 'statement']",LVC
1956,do the cooking,"['do', 'the', 'cooking']",LVC
1957,do more work,"['do', 'more', 'work']",LVC
1958,make a note,"['make', 'a', 'note']",LVC
1959,do the work,"['do', 'the', 'work']",LVC
1960,do the estimate,"['do', 'the', 'estimate']",LVC
1961,get job satisfaction,"['get', 'job', 'satisfaction']",LVC
1962,have an enormous impact,"['have', 'an', 'enormous', 'impact']",LVC
1963,make use,"['make', 'use']",LVC
1964,make a note,"['make', 'a', 'note']",LVC
1965,make sense,"['make', 'sense']",LVC
1966,"make a small , exotic dent","['make', 'a', 'small', ',', 'exotic', 'dent']",LVC
1967,take the cross,"['take', 'the', 'cross']",LVC
1968,make trouble,"['make', 'trouble']",LVC
1969,have some influence,"['have', 'some', 'influence']",LVC
1970,make a valuable addition,"['make', 'a', 'valuable', 'addition']",LVC
1971,make less impression,"['make', 'less', 'impression']",LVC
1972,make systematic practice,"['make', 'systematic', 'practice']",LVC
1973,make a worthy conclusion,"['make', 'a', 'worthy', 'conclusion']",LVC
1974,do the recording,"['do', 'the', 'recording']",LVC
1975,make the wind drop,"['make', 'the', 'wind', 'drop']",LVC
1976,make all the difference,"['make', 'all', 'the', 'difference']",LVC
1977,take the example,"['take', 'the', 'example']",LVC
1978,take on an interdisciplinary approach,"['take', 'on', 'an', 'interdisciplinary', 'approach']",LVC
1979,give rise,"['give', 'rise']",LVC
1980,do the relationship,"['do', 'the', 'relationship']",LVC
1981,give treatment,"['give', 'treatment']",LVC
